iter	Logloss
306	0.06115108974
307	0.06108090751
308	0.06096484497
309	0.06083631085
310	0.06077543487
311	0.06069920173
312	0.06061006885
313	0.06053028143
314	0.06046341034
315	0.06039247146
316	0.06036238292
317	0.06027217003
318	0.06021159747
319	0.06014497507
320	0.0600900877
321	0.05996465755
322	0.05993332034
323	0.05985772161
324	0.05979456605
325	0.05966453491
326	0.05958057653
327	0.05952608021
328	0.05944903067
329	0.05938923401
330	0.05933537047
331	0.05925238103
332	0.0591184333
333	0.05905402913
334	0.05897969568
335	0.0589498491
336	0.05890181467
337	0.058862139
338	0.05874305877
339	0.05867227964
340	0.05863226295
341	0.05850608577
342	0.05839253157
343	0.05835920833
344	0.05829123767
345	0.05822030941
346	0.05812502472
347	0.05809002682
348	0.05794796113
349	0.05785692295
350	0.0577299496
351	0.05768123164
352	0.05763348975
353	0.05750824319
354	0.05744591505
355	0.05741242908
356	0.05739113556
357	0.05733279441
358	0.05726907434
359	0.05718496812
360	0.05713585775
361	0.05709818134
362	0.05704739132
363	0.05701490369
364	0.05689473357
365	0.05682799577
366	0.05672411563
367	0.05664024798
368	0.0565631938
369	0.0564850923
370	0.05645266232
371	0.05642187087
372	0.05628349671
373	0.05620606027
374	0.05616368241
375	0.05609610404
376	0.05602494841
377	0.05591788593
378	0.05588105914
379	0.05581941689
380	0.05577959176
381	0.05571712713
382	0.05568519266
383	0.05558386762
384	0.05553851963
385	0.05544293953
386	0.0553617864
387	0.05529171246
388	0.05521980711
389	0.05515981359
390	0.05509100416
391	0.05504857958
392	0.05481463935
393	0.05476843848
394	0.05468890556
395	0.0546618029
396	0.05460058776
397	0.05455398851
398	0.05448644829
399	0.05444296538
400	0.05437160134
401	0.05432806236
402	0.05422235858
403	0.05414746145
404	0.05414273365
405	0.05404845686
406	0.05399577875
407	0.05388608361
408	0.05379083173
409	0.05354734099
410	0.05348331988
411	0.05343334351
412	0.05336787426
413	0.05333880233
414	0.05324115053
415	0.05319263613
416	0.05310299214
417	0.05307735276
418	0.05305052726
419	0.05296417345
420	0.05291324075
421	0.05284047936
422	0.05263524758
423	0.05258707762
424	0.05253638008
425	0.0524911283
426	0.05241063186
427	0.05234407765
428	0.05227168989
429	0.05216995821
430	0.05213490923
431	0.05208158322
432	0.05196775958
433	0.05191568727
434	0.05187772865
435	0.05183041132
436	0.05179144619
437	0.05168550006
438	0.05161583247
439	0.05155457276
440	0.05151475738
441	0.05143119219
442	0.05138476041
443	0.05134447891
444	0.05126323089
445	0.05121644868
446	0.05116305506
447	0.05110143266
448	0.05104785759
449	0.05100472806
450	0.05095336986
451	0.05090589655
452	0.0508443898
453	0.0507955578
454	0.05074861525
455	0.05069040864
456	0.05063477415
457	0.05061346929
458	0.05055453681
459	0.05050400909
460	0.05045879147
461	0.05040124395
462	0.05035729242
463	0.05024467082
464	0.0502157368
465	0.05016765483
466	0.05012837751
467	0.05008603581
468	0.05005935199
469	0.04996836016
470	0.04989268217
471	0.04984299012
472	0.04977522561
473	0.04968674106
474	0.0496372009
475	0.0495847469
476	0.04949597947
477	0.04942588426
478	0.04937311235
479	0.04933556045
480	0.04926956257
481	0.04924014447
482	0.04918946982
483	0.04915722015
484	0.04910679616
485	0.0490344938
486	0.0489778112
487	0.04891463132
488	0.04887545395
489	0.04883839536
490	0.04881343679
491	0.04879150632
492	0.04873993655
493	0.04870259121
494	0.048672153
495	0.04864551174
496	0.04860086624
497	0.0485474938
498	0.04850073138
499	0.04842006596
500	0.04823780534
501	0.04816858585
502	0.04813609163
503	0.04809528443
504	0.04802065482
505	0.04797109034
506	0.04795028651
507	0.04790554911
508	0.04783884678
509	0.04776520602
510	0.04772970681
511	0.04769330342
512	0.04764608042
513	0.04760330694
514	0.04754517914
515	0.04737736998
516	0.04732534702
517	0.04727153473
518	0.04721561372
519	0.04718033034
520	0.04711834451
521	0.04705969123
522	0.04701685141
523	0.0469901335
524	0.0469187085
525	0.04682884487
526	0.04679217812
527	0.04676804081
528	0.04667942658
529	0.04665978885
530	0.04663920975
531	0.04655514445
532	0.04649402262
533	0.04646969245
534	0.04642988693
535	0.04638064974
536	0.04633854419
537	0.04631892761
538	0.04629774465
539	0.04624215494
540	0.04619125407
541	0.04615043376
542	0.04609753931
543	0.04608511698
544	0.04603307814
545	0.04601284111
546	0.04598367788
547	0.04594631859
548	0.04587421865
549	0.04585499877
550	0.04583922354
551	0.04581911023
552	0.04578719076
553	0.04571654874
554	0.04567600686
555	0.04563642747
556	0.0455843464
557	0.0455266596
558	0.04548838309
559	0.04545040901
560	0.04543292682
561	0.04539825809
562	0.0453519084
563	0.04526913195
564	0.04523378151
565	0.04519304643
566	0.04514541703
567	0.04511223949
568	0.04508407447
569	0.04505330804
570	0.04501340219
571	0.04499873814
572	0.04494608777
573	0.0448797908
574	0.04483233673
575	0.04474382023
576	0.04467386573
577	0.04463772421
578	0.04461087155
579	0.04454367029
580	0.04452307327
581	0.04448323869
582	0.04443438457
583	0.04440128775
584	0.04438797834
585	0.04436023653
586	0.04428767437
587	0.0442511125
588	0.04421685618
589	0.04419740288
590	0.04412914932
591	0.04411050209
592	0.04407747736
593	0.04399918292
594	0.04398146102
595	0.04392544286
596	0.04387845416
597	0.04385097916
598	0.04378449672
599	0.04375603424
600	0.0436986279
601	0.04366788161
602	0.04362303537
603	0.04356887723
604	0.04353230739
605	0.04348784448
606	0.04341345147
607	0.04336250092
608	0.04334578614
609	0.04331509677
610	0.04328662154
611	0.04324576351
612	0.04320753186
613	0.04319312015
614	0.04316422132
615	0.04314899792
616	0.04305919826
617	0.04298229952
618	0.04294424667
619	0.04292800745
620	0.04290369874
621	0.04286562435
622	0.04279314493
623	0.04277870495
624	0.04274690515
625	0.04271806532
626	0.04268294016
627	0.04263949348
628	0.04260234602
629	0.04254439679
630	0.04252801428
631	0.04247736054
632	0.04243744886
633	0.04240065267
634	0.04236095082
635	0.04232417276
636	0.04227761679
637	0.04224471805
638	0.04218958925
639	0.04216612442
640	0.04214365942
641	0.04210476193
642	0.0420296876
643	0.0419523653
644	0.04191855103
645	0.04188646981
646	0.04186990452
647	0.04183547702
648	0.04181343356
649	0.0417632971
650	0.04173680373
651	0.04172821031
652	0.04171673998
653	0.04169310458
654	0.04165492003
655	0.04160538357
656	0.04155030667
657	0.04148123872
658	0.04146589152
659	0.04143414966
660	0.04137852251
661	0.04131279546
662	0.04127710772
663	0.04119007609
664	0.04113191612
665	0.04111622721
666	0.04108584966
667	0.04105624277
668	0.04102927967
669	0.04099119743
670	0.04098299742
671	0.04097216808
672	0.04093825367
673	0.04089247949
674	0.04085994874
675	0.04081386689
676	0.04079873431
677	0.04075581522
678	0.04072134526
679	0.04069381337
680	0.04065444163
681	0.04061100664
682	0.04053728488
683	0.04052974431
684	0.04048744575
685	0.04045331857
686	0.04042395467
687	0.0403696114
688	0.0403289233
689	0.04031975432
690	0.04030803455
691	0.04026706167
692	0.04023228152
693	0.04018403135
694	0.04014536652
695	0.04012072834
696	0.04010720508
697	0.04008372938
698	0.04005542542
699	0.04000656631
700	0.03994526191
701	0.03992171949
702	0.03988970228
703	0.03985335087
704	0.03981335133
705	0.03976858224
706	0.03975888043
707	0.03973025666
708	0.03969583663
709	0.03959864899
710	0.0395755151
711	0.03954989645
712	0.03952743272
713	0.03948027634
714	0.03944545321
715	0.03940322565
716	0.03938129359
717	0.03935029719
718	0.03933993256
719	0.03931137994
720	0.03928144503
721	0.03924802743
722	0.03917989968
723	0.03915113048
724	0.0391288993
725	0.03909261294
726	0.03906330133
727	0.03898440747
728	0.03895646458
729	0.03892902248
730	0.03888484542
731	0.03885889964
732	0.03883428637
733	0.03882251951
734	0.03880405114
735	0.03878280399
736	0.03874944813
737	0.03874280501
738	0.03870582247
739	0.03866809536
740	0.03864745385
741	0.03861605928
742	0.03860005552
743	0.03854599846
744	0.03852562975
745	0.03848675865
746	0.03845078984
747	0.03842666154
748	0.03839864911
749	0.03838134525
750	0.03835375294
751	0.03832211844
752	0.03828093158
753	0.03822732863
754	0.03821555474
755	0.03818571871
756	0.03817862116
757	0.03816199338
758	0.03812795217
759	0.03811070467
760	0.03808099651
761	0.03806008134
762	0.03799758061
763	0.03798799697
764	0.03792756705
765	0.03790826235
766	0.03788363032
767	0.037855411
768	0.03782809174
769	0.03781134935
770	0.03776360563
771	0.03769757929
772	0.03767757034
773	0.0376458477
774	0.0376350568
775	0.03762356695
776	0.03756087905
777	0.03752055939
778	0.0374659801
779	0.0374377237
780	0.03740533538
781	0.03736801895
782	0.03733832379
783	0.03731490209
784	0.03723892438
785	0.03718233463
786	0.0371121994
787	0.03709027612
788	0.03706806394
789	0.03700199029
790	0.0369751907
791	0.0369450064
792	0.03691938724
793	0.03689382489
794	0.03682867028
795	0.03679202912
796	0.03672932923
797	0.03670094208
798	0.03668530223
799	0.03666084314
800	0.0366522577
801	0.03661196151
802	0.03658084168
803	0.03656439378
804	0.03654011876
805	0.03650166949
806	0.03647817615
807	0.03644082766
808	0.03641649201
809	0.03639996385
810	0.03636354054
811	0.03629750261
812	0.03627459287
813	0.03621701048
814	0.03611894527
815	0.0360955763
816	0.03605120281
817	0.03602915094
818	0.03599620467
819	0.03596806076
820	0.03593526382
821	0.03590162576
822	0.03585527594
823	0.0357254163
824	0.03570229583
825	0.03567035458
826	0.03564963789
827	0.03564087404
828	0.03561979556
829	0.03561133446
830	0.03560320331
831	0.03555129304
832	0.03552724158
833	0.03550777268
834	0.03548722673
835	0.03546016801
836	0.03539980818
837	0.03538026523
838	0.03535260198
839	0.03533154516
840	0.03530424781
841	0.03527877297
842	0.03515786976
843	0.03513613907
844	0.03511422575
845	0.03509524922
846	0.03506831113
847	0.03500202201
848	0.03496689501
849	0.03494561438
850	0.03491673491
851	0.03487599985
852	0.03481902361
853	0.03476779305
854	0.03473523827
855	0.03471982769
856	0.03470376017
857	0.03464644579
858	0.03458990625
859	0.03456807309
860	0.03454264479
861	0.03452233354
862	0.03449735085
863	0.0344608593
864	0.03444118773
865	0.03440029751
866	0.03437997729
867	0.03435461444
868	0.03432922055
869	0.0343148072
870	0.03429447778
871	0.03428642262
872	0.03426539144
873	0.0342417448
874	0.03421519969
875	0.03414117229
876	0.0340933339
877	0.03407650383
878	0.03404987478
879	0.03402552973
880	0.03400476112
881	0.03399153719
882	0.03391102999
883	0.03386129379
884	0.0338446444
885	0.03382721875
886	0.0338049263
887	0.03375998148
888	0.03373902658
889	0.03371778564
890	0.03367097815
891	0.03362562356
892	0.0335813776
893	0.03353445428
894	0.03350007277
895	0.0334830286
896	0.03344080323
897	0.03341639554
898	0.03339993018
899	0.03339225992
900	0.03338523215
901	0.033378445
902	0.03333632228
903	0.03322478188
904	0.03316862073
905	0.03316031983
906	0.03314779834
907	0.03314044531
908	0.03313340558
909	0.03309139428
910	0.03305716121
911	0.03295341621
912	0.03293029876
913	0.03288414441
914	0.03287248733
915	0.03284958121
916	0.03280996222
917	0.03277311669
918	0.03276640086
919	0.032741214
920	0.03269006745
921	0.03267639226
922	0.03267094411
923	0.03265079869
924	0.03262477319
925	0.03254078285
926	0.03252497881
927	0.032462124
928	0.03244734671
929	0.03241440624
930	0.03237062335
931	0.03230169128
932	0.03228980801
933	0.0322350144
934	0.03218767855
935	0.03216163293
936	0.03212409896
937	0.0320995477
938	0.03208358956
939	0.03206744316
940	0.03205406303
941	0.03203609667
942	0.03200296818
943	0.03196553569
944	0.03190657385
945	0.03188827523
946	0.03180818876
947	0.03178348799
948	0.03175059512
949	0.03173155083
950	0.03170768077
951	0.03169055741
952	0.03168278848
953	0.0316627412
954	0.03164201631
955	0.03162556088
956	0.03161087267
957	0.03157996224
958	0.0315562118
959	0.03150734629
960	0.03143276069
961	0.03141549593
962	0.03137415907
963	0.03132556075
964	0.03129119902
965	0.03125058003
966	0.03123563608
967	0.03119869901
968	0.03118113701
969	0.03111159002
970	0.03104639306
971	0.03101814543
972	0.0309701695
973	0.03094920413
974	0.03094166249
975	0.03091565446
976	0.03089923788
977	0.03087039323
978	0.03082702449
979	0.0307409339
980	0.03073458292
981	0.03072055712
982	0.03071082394
983	0.03067729102
984	0.03065031835
985	0.03060496542
986	0.0305830595
987	0.03057704205
988	0.03053905468
989	0.0304787129
990	0.03044267124
991	0.03039626324
992	0.03038238612
993	0.03035385131
994	0.03033679015
995	0.0303012834
996	0.03029543058
997	0.03025264888
998	0.03021224583
999	0.03017479896
